SOURCES — every source with tier and retrieval date,,,,,
,,,,,
ID,Source,Tier,URL,Retrieved,Used for
S208,"TAIPINGLING SCHEDULE ADDITION retrieved 2026-07-26 (owner request - earlier 'taipling 2' was MISREAD as Taishan 2; both now covered). Taipingling-1 (CGN, Hualong One, 1116 MWe net, Huizhou/Guangdong): first concrete 26.12.2019 (Wikipedia/WNR corroborated); grid 13.02.2026; commercial operation 19.04.2026 = 6.31 yr (WNN 20.04.2026, VERIFIED in-session). BASELINE WEAK: 'The two units of the first phase... are expected to be put into operation and generate electricity in 2025' is from WNN 03.06.2024 (containment-completion article) - a mid-project restatement; era articles (WNR 11.11.2020 unit-2 FCD; WNN unit-1 criticality 04.02.2026) carry NO construction-start-era schedule; planned duration 5.5 = FCD -> mid-2025, slip ~+0.8, flagged with Fuqing/K-2 in the fig14 caption. Taipingling-2: FCD 15.10.2020, grid 04.07.2026 ('first kilowatt-hour', WNN 06.07.2026, VERIFIED), 'expected to officially commence power generation in the second half of 2026' - EXCLUDED from fig14 until COD (chart measures first concrete -> commercial operation); caption notes it joins at COD. nuclear_global r63 via insert_rows(63,1) - cross-sheet refs (stage8_summary C6/C7 -> H10/C29) above insertion, unaffected. Used in: r63, DATA.delays (18 rows), fig14.",1,https://www.world-nuclear-news.org/articles/first-taipingling-unit-enters-commercial-operation ; https://www.world-nuclear-news.org/Articles/Construction-of-containment-completed-of-Taipingli ; https://www.world-nuclear-news.org/articles/second-taipingling-unit-begins-supplying-power ; https://en.wikipedia.org/wiki/Taipingling_Nuclear_Power_Plant,2026-07-26,
S209,"DESNZ QEP table 3.4.2 (Annual inc CCL) — the D71 observed basis; and HMRC Excise Notice CCL1/3, the mineralogical/metallurgical exemption primary",1,https://assets.publishing.service.gov.uk/media/6942bd3536f089d38be1f246/table_341.xlsx ; https://www.gov.uk/government/publications/excise-notice-ccl13-climate-change-levy-reliefs-and-special-treatments-for-taxable-commodities,2026-07-27,"Sheet ""3.4.2 (Annual inc CCL)"". XL 2025 = 21.3789 p/kWh (3.4.1 = 20.9266); Large 2025 = 24.4008 (23.8480). Implied CCL paid as % of the statutory main rate: 2021 91.0, 2023 51.6, 2025 58.4 — reproduces the Q98 figures independently."
S210,Ofgem — Renewables Obligation scheme page (closure to new capacity),1,https://www.ofgem.gov.uk/environmental-and-social-schemes/renewables-obligation-ro,2026-07-27,"Verbatim: ""The Renewables Obligation scheme closed to all new generating capacity 1 April 2017."" Used in article v2 §3 for the levy-stack mechanism."
S211,DESNZ — Renewables Obligation scheme indexation changes: government response,1,https://www.gov.uk/government/consultations/renewables-obligation-ro-scheme-indexation-changes/outcome/renewables-obligation-ro-scheme-indexation-changes-government-response-html,2026-07-27,"Switch from RPI to CPI indexation of the RO buy-out price ahead of the April 2026 adjustment; ""savings in policy costs directly borne by consumers to the order of £270 million a year"" at its 2030 peak; RO generators ""come off the scheme between 2027 and 2037"". Article v2 §3 and §11."
S212,"DBT — British Industry Supercharger: Network Charging Compensation Scheme, government response (NCC scope)",1,https://www.gov.uk/government/consultations/british-industry-supercharger-network-charging-compensation-scheme/outcome/government-response-british-industry-supercharger-network-charging-compensation-scheme,2026-07-27,Verbatim: 'all BSUoS ... all DUoS (including annual connection charges and distribution losses in this context) and all TNUoS (including annual connection charges and transmission losses in this context) will be eligible for compensation'. Explicit EXCLUSIONS include AAHEDC charges and Settlement Use of System charges — this is the primary that verifies D30(e). Settles that the TNUoS demand residual is compensable.
S213,"NESO (National Grid ESO), Final TNUoS Tariffs for 2020/21, Jan 2020",1,https://www.neso.energy/document/163311/download,2026-07-27,"Total revenue to collect 2,843.0 GBP m; generation 374.9 / demand 2,468.1; charging bases HH avg gross triad 19.6 GW, NHH 4-7pm 25.1 TWh. stage7_network r73-76."
S214,"NESO, Final TNUoS Tariffs for 2021/22, Jan 2021 (Table 15 Allowed revenues; Table 16 G/D proportions; Table 17 Charging bases)",1,https://www.neso.energy/document/186176/download,2026-07-27,"3,318.5 total; 774.0 / 2,544.5; HH 18.3 GW, NHH 24.9 TWh."
S215,"NESO, Final TNUoS Tariffs Report 2022/23, Jan 2022 (Table 15 Allowed revenues; Table 18 Charging bases)",1,https://www.neso.energy/document/235056/download,2026-07-27,"3,594.3 total; 842.0 / 2,752.3; HH 19.41 GW, NHH 24.96 TWh."
S216,"NESO, Final TNUoS Tariffs for 2023/24, Jan 2023 (Table 16 Allowed revenues; Table 21 Charging bases)",1,https://www.neso.energy/document/275736/download,2026-07-27,"4,416.4 total; 943.9 / 3,472.5; HH 18.46 GW, NHH 24.23 TWh."
S217,"NESO, Final TNUoS Tariffs for 2024/25 v2.0, Jan 2024 (Table 16 Allowed revenues; Table 21 Charging bases)",1,https://www.neso.energy/document/301741/download,2026-07-27,"4,188.5 total; 1,058.0 / 3,130.5; HH 17.24 GW, NHH 22.98 TWh."
S218,"Ofgem, ED3 Sector Specific Methodology Decision (21.05.2026) para 2.123; Ofgem, Locational Charges Call for Input (26.03.2026) paras 4.3 and 4.8",1,https://www.ofgem.gov.uk/,2026-07-27,"Article section 10: the shrinking-base quote (""fixed costs are recovered over a shrinking base of megawatt hours"") and the observation that EIIs at 90 per cent compensation would not experience a significant locational signal. Carried from the grid exhibit; paragraph numbers not re-opened in this pass."
S219,"Ofgem, RIIO-3 Final Determinations — Overview and Impact Assessment (04.12.2025), Table 2",1,https://www.ofgem.gov.uk/,2026-07-27,Household network-charge build-up 222 -> 330 GBP/yr and its six components. stage7_network r93-94. Companion to S109.
S220,"Ofgem, Accelerated Strategic Transmission Investment (ASTI) framework decision, 15.12.2022; Energy Networks Association release",1,https://www.ofgem.gov.uk/decision/decision-accelerating-onshore-electricity-transmission-investment,2026-07-27,"Article sections 10 and 11: the accelerated transmission programme. Ofgem: ""around GBP 20bn of onshore transmission network investment across 26 projects"". The article previously said GBP 19.8bn, which matched no retrievable primary."
